"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2802","Current without voltage — Oct 2025 phase B first page shows columns and readings","reports","2026-09-15","passed","2026-09-15","Current without voltage — Oct 2025 phase B first page shows columns and readings","Current without voltage report","currentwithoutvoltage",""
"","882","cannot open with an empty login token","dashboard","2026-09-15","passed","2026-09-15","cannot open with an empty login token","DTR voltage unbalance list — cannot open without a valid login","dtrvoltageunbalancedetails",""
"","1900","Network search — a negative limit is rejected","utils-lookup","2026-09-15","passed","2026-09-15","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Network search › Network search — a negative limit is rejected","indoore_backend_testing","modules/UTILS-LOOKUP/tests/networksearch.api",""
"","66","Consumption chart — sample: daily usage","consumers","2026-09-15","passed","2026-09-15","Consumption chart — sample: daily usage","Consumption chart","energyconsumptiongraph",""
"","1845","DTR feeders — extra filters that nobody uses are ignored","dtrs","2026-09-15","passed","2026-09-15","DTR feeders — extra filters that nobody uses are ignored","DTR feeders","dtrfeeders",""
"","1695","Monthly consumption — page 2 continues without repeating a meter","consumption","2026-09-15","passed","2026-09-15","Monthly consumption — page 2 continues without repeating a meter","Consumption API — Edge","consumption-edge",""
"","1810","Billing MD snapshot — a far page is empty or still consistent","reports","2026-09-15","passed","2026-09-15","Billing MD snapshot — a far page is empty or still consistent","Billing MD snapshot report","billingmdsnapshot",""
"","1550","Mapped vs unmapped meters — cannot open with an empty login token","overall-dashboard","2026-09-15","passed","2026-09-15","Mapped vs unmapped meters — cannot open with an empty login token","Home dashboard screens — cannot open without a valid login","overall-dashboard-auth",""
"","490","Meter transaction events — dtrs is treated as DTR meters","mis-dashboard","2026-09-15","passed","2026-09-15","Meter transaction events — dtrs is treated as DTR meters","Meter transaction events","eventdatatransaction",""
"","245","DTR voltage unbalance — response shape stays the same","dashboard","2026-09-15","passed","2026-09-15","DTR voltage unbalance — response shape stays the same","Dashboard — response shape","dashboard.contract",""
"","240","Consumer profile — screen shape is unchanged","consumers","2026-09-15","passed","2026-09-15","Consumer profile — screen shape is unchanged","Consumers — screen shape checks","consumers.contract",""
"","1046","Consumer report — invalid report type still returns the LS grid","reports","2026-09-15","passed","2026-09-15","Consumer report — invalid report type still returns the LS grid","Consumer report","consumerreport",""
"","913","Validate GET /commands/history — last page row count","hes-commands","2026-09-15","passed","2026-09-15","Validate GET /commands/history — last page row count","HES Commands — History","commands-history",""
"","14391","Validate POST /commands/meter-location — invalid latitude returns error","hes-commands","2026-09-15","passed","2026-09-15","Validate POST /commands/meter-location — invalid latitude returns error","HES Commands — Meter Location","commands-meter-location",""
"","2","Can this meter be given to a consumer? — switched-off meter is rejected","consumers","2026-09-15","skipped","2026-09-15","Can this meter be given to a consumer? — switched-off meter is rejected","Can this meter be given to a consumer?","validatemeter",""
"","2993","Meter list — column names in the response stay the same","master-data","2026-09-15","passed","2026-09-15","Meter list — column names in the response stay the same","Master data — column names in the response","master-data.contract",""
"","16","Saved example — apparent energy (kVAh) empty page","dashboard","2026-09-15","passed","2026-09-15","Saved example — apparent energy (kVAh) empty page","Dashboard — DTR consumption list","dtrconsumptiondetails",""
"","497","Power problems — by meter type, day by day, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — by meter type, day by day, all meters","Power problems","eventdatapower",""
"","1412","Power problems — by consumer category, month by month, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — by consumer category, month by month, consumer meters only","Power problems","eventdatapower",""
"","241","Feeder voltage and current — leftover extra filters still show the same page","feeder","2026-09-15","passed","2026-09-15","Feeder voltage and current — leftover extra filters still show the same page","Feeder — unusual cases","feeder-edge",""
"","235","How meters are talking — a bad date is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","How meters are talking — a bad date is rejected","How meters are talking","communication",""
"","238","Urgency level 5 events — an invalid time range is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 5 events — an invalid time range is rejected","Urgency level events","eventpriority",""
"","246","Other events — consumer and DTR stay within all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — consumer and DTR stay within all meters","Other events","eventdataother",""
"","2420","Billing MD snapshot — Oct 2025 first page shows columns and meters","reports","2026-09-15","passed","2026-09-15","Billing MD snapshot — Oct 2025 first page shows columns and meters","Billing MD snapshot report","billingmdsnapshot",""
"","95","Saved example — monthly populated on/off buckets (10 Jul 2026)","dashboard","2026-09-15","passed","2026-09-15","Saved example — monthly populated on/off buckets (10 Jul 2026)","Dashboard — DTR power on/off","dtrpowerstatus",""
"","8","Saved example — connection status buckets sum to ~100% (live 13 Aug 2026)","dashboard","2026-09-15","passed","2026-09-15","Saved example — connection status buckets sum to ~100% (live 13 Aug 2026)","Dashboard — overview numbers","dashboardmetrics",""
"","84","Monthly billing — a meter with no consumer name, zero PF, or a placeholder MD date is still valid","billing","2026-09-15","passed","2026-09-15","Monthly billing — a meter with no consumer name, zero PF, or a placeholder MD date is still valid","Monthly billing list","billingdata",""
"","56050","Injection-like query params do not break progress","meter-replacement","2026-09-15","failed","2026-09-15","Injection-like query params do not break progress","Meter Replacement Progress API — Negative & Edge","progress-negative",""
"","7035","MD > CD Last Three Month — household connections: meter count matches the total","commericial-analysis","2026-09-15","passed","2026-09-15","MD > CD Last Three Month — household connections: meter count matches the total","Maximum Demand report","mdanalysis",""
"","2444","DTR consumption list — reactive energy (kVArh)","dashboard","2026-09-15","passed","2026-09-15","DTR consumption list — reactive energy (kVArh)","Dashboard — DTR consumption list","dtrconsumptiondetails",""
"","15","Saved example — Residential empty page (offline)","dashboard","2026-09-15","passed","2026-09-15","Saved example — Residential empty page (offline)","Dashboard — consumers by category","consumercategorydistribution",""
"","1470","Live load — opens using the account number","consumers","2026-09-15","passed","2026-09-15","Live load — opens using the account number","Live load","liveloadprofile",""
"","1757","Communication DTRs — invalid period type is rejected","reports","2026-09-15","passed","2026-09-15","Communication DTRs — invalid period type is rejected","Communication DTRs report","communicationdtrs",""
"","904","Event report — limit 0 is rejected (limit must be at least 1)","reports","2026-09-15","passed","2026-09-15","Event report — limit 0 is rejected (limit must be at least 1)","Event report","eventreport",""
"","29","Saved example — reactive energy (kVArh) with rows (total 1134)","dashboard","2026-09-15","passed","2026-09-15","Saved example — reactive energy (kVArh) with rows (total 1134)","Dashboard — DTR consumption list","dtrconsumptiondetails",""
"","891","Bill status — missing month is rejected","reports","2026-09-15","passed","2026-09-15","Bill status — missing month is rejected","Bill status report","billstatus",""
"","1068","Event list — events for the consumer","consumers","2026-09-15","passed","2026-09-15","Event list — events for the consumer","Event list","eventloglist",""
"","245","Talking meters by category — organisation 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Talking meters by category — organisation 0 is rejected","Talking meters by category","communication-category",""
"","7907","Load Factor less than 5% for last 6 months — billing data is not ready yet","commericial-analysis","2026-09-15","passed","2026-09-15","Load Factor less than 5% for last 6 months — billing data is not ready yet","Load Factor report","loadfactor",""
"","831","What kinds of events happened — by meter type, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","What kinds of events happened — by meter type, consumer meters only","What kinds of events happened","event-classification",""
"","11427","Bill status — a far page still returns the summary","reports","2026-09-15","passed","2026-09-15","Bill status — a far page still returns the summary","Bill status report","billstatus",""
"","1920","cannot open with an invalid login token","dashboard","2026-09-15","passed","2026-09-15","cannot open with an invalid login token","DTR communication list — cannot open without a valid login","dtrcommunicationdetails",""
"","388","Connection statuses — field names stay the same","utils-lookup","2026-09-15","passed","2026-09-15","Connection statuses — field names stay the same","Utils lookup — contract snapshots","utils-lookup.contract",""
"","18","Sample power now — zeros when there is no live reading","dtrs","2026-09-15","passed","2026-09-15","Sample power now — zeros when there is no live reading","DTR power now","dtrpowertriangle",""
"","1632","DTR communication — a far page still returns a valid table","reports","2026-09-15","passed","2026-09-15","DTR communication — a far page still returns a valid table","DTR communication report","dtrcommunication",""
"","7","Technical report — non-household filter shows non-household meters","technical-analysis","2026-09-15","skipped","2026-09-15","Technical report — non-household filter shows non-household meters","Technical report","technicalanalysis",""
"","8155","Abnormal High — non-household: billing data is not ready yet","commericial-analysis","2026-09-15","passed","2026-09-15","Abnormal High — non-household: billing data is not ready yet","Consumption Compare report","consumptioncompare",""
"","238","Meter transaction events — a blank time range is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Meter transaction events — a blank time range is rejected","Meter transaction events","eventdatatransaction",""
"","7777","Dashboard overview — response shape stays the same","dashboard","2026-09-15","passed","2026-09-15","Dashboard overview — response shape stays the same","Dashboard — response shape","dashboard.contract",""
"","34","Saved example — moderate page with id + band label (Aug 2026)","dashboard","2026-09-15","passed","2026-09-15","Saved example — moderate page with id + band label (Aug 2026)","Dashboard — DTR load unbalance list","dtrloadunbalancedetails",""
"","7973","Consumption Pattern — zero consumption for last 6 months: billing data is not ready yet","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Pattern — zero consumption for last 6 months: billing data is not ready yet","Commercial Analysis — extra report checks","commercial-edge",""
"","955","IND-RPT-ATZ-003 — Validate pagination — page 2 (limit 5)","revenue-protection","2026-09-15","passed","2026-09-15","IND-RPT-ATZ-003 — Validate pagination — page 2 (limit 5)","Revenue Protection — ATR Zone API","atr-zone",""
"","22","Event report — empty page fixture","reports","2026-09-15","passed","2026-09-15","Event report — empty page fixture","Event report","eventreport",""
"","235","How many events by urgency — day-month-year date is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","How many events by urgency — day-month-year date is rejected","How many events by urgency","priority-overview",""
"","452","Urgency level 4 events — hour by hour, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 4 events — hour by hour, consumer meters only","Urgency level events","eventpriority",""
"","444","Voltage problems — by meter type, hour by hour, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Voltage problems — by meter type, hour by hour, DTR meters only","Voltage problems","eventdatavoltage",""
"","1051","Consumption Compare — cannot open the report without logging in","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Compare — cannot open the report without logging in","Commercial Analysis — cannot open reports without a valid login","commercial-auth-negative",""
"","1001","cannot open with an empty login token","dashboard","2026-09-15","passed","2026-09-15","cannot open with an empty login token","DTR load unbalance — cannot open without a valid login","dtrloadunbalance",""
"","22","Saved example — Linkwell with rows (offline)","dashboard","2026-09-15","passed","2026-09-15","Saved example — Linkwell with rows (offline)","Dashboard — consumers by meter make","consumeroemdistribution",""
"","46","Event list — sample: resolved and pending events","consumers","2026-09-15","passed","2026-09-15","Event list — sample: resolved and pending events","Event list","eventloglist",""
"","12335","Bill status — showing 1 per page still returns the summary","reports","2026-09-15","passed","2026-09-15","Bill status — showing 1 per page still returns the summary","Bill status report","billstatus",""
"","928","DTR voltage unbalance — chart opens with Severe / Moderate / Balanced counts","dashboard","2026-09-15","passed","2026-09-15","DTR voltage unbalance — chart opens with Severe / Moderate / Balanced counts","Dashboard — DTR voltage unbalance","dtrvoltageunbalance",""
"","14","Cover Open report — first and last page have no duplicate meters","technical-analysis","2026-09-15","skipped","2026-09-15","Technical report — first and last page have no duplicate meters › Cover Open report — first and last page have no duplicate meters","Technical report","technicalanalysis",""
"","897","Event detail — invalid toDate is rejected","reports","2026-09-15","passed","2026-09-15","Event detail — invalid toDate is rejected","Event detail report","eventdetail",""
"","5","Sample feeders — none yet is allowed","dtrs","2026-09-15","passed","2026-09-15","Sample feeders — none yet is allowed","DTR feeders","dtrfeeders",""
"","2097","Validate GET /users — user catalog","users-admin","2026-09-15","failed","2026-09-15","Validate GET /users — user catalog","User Admin — List","useradmin-list",""
"","0","IND-REV-ABE-IVRS-NEG-003 — Empty required field-officer name","revenue-protection","2026-09-15","skipped","2026-09-15","IND-REV-ABE-IVRS-NEG-003 — Empty required field-officer name","Revenue Protection — Aberration Entry By IVRS Negative","aberration-entry-by-ivrs.negative",""
"","253","How many meters we have — missing end date still opens","mis-dashboard","2026-09-15","passed","2026-09-15","How many meters we have — missing end date still opens","How many meters we have","communicationstats",""
"","230","Validate Audit Log Export DESC API","audit-logs","2026-09-15","skipped","2026-09-15","Validate Audit Log Export DESC API","Audit Log Export API","auditlogexport",""
"","1978","Energy flow chart — daily view for the consumer","consumers","2026-09-15","passed","2026-09-15","Energy flow chart — daily view for the consumer","Energy flow chart","energyflow",""
"","1432","Nearby accounts — default list shows up to 10 accounts","consumers","2026-09-15","passed","2026-09-15","Nearby accounts — default list shows up to 10 accounts","Nearby accounts","nearestaccountids",""
"","248","Event summary — by consumer category, day by day, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Event summary — by consumer category, day by day, consumer meters only","Event summary","eventdata",""
"","783","Page far beyond total returns empty rows with consistent pagination","revenue-protection","2026-09-15","failed","2026-09-15","Page far beyond total returns empty rows with consistent pagination","Revenue Protection — Aberrations Edge","aberrations-edge",""
"","1348","Load Factor LF < 5% — non-household filter shows the same list (filter is not applied)","commericial-analysis","2026-09-15","passed","2026-09-15","Load Factor LF < 5% — non-household filter shows the same list (filter is not applied)","Load Factor report","loadfactor",""
"","483","Meter transaction events — by meter type, day by day, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Meter transaction events — by meter type, day by day, DTR meters only","Meter transaction events","eventdatatransaction",""
"","977","Event list — unknown meter is empty or not found","consumers","2026-09-15","passed","2026-09-15","Event list — unknown meter is empty or not found","Event list","eventloglist",""
"","3604","Invalid Bearer token returns 401","meter-replacement","2026-09-15","failed","2026-09-15","Invalid Bearer token returns 401","Meter Replacement Progress API — Auth Negative","progress-negative",""
"","1149","Voltage problems — by consumer category, week by week, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Voltage problems — by consumer category, week by week, all meters","Voltage problems","eventdatavoltage",""
"","2532","DTR consumption list — extra unused filters are ignored","dashboard","2026-09-15","passed","2026-09-15","DTR consumption list — extra unused filters are ignored","Dashboard — DTR consumption list","dtrconsumptiondetails",""
"","3842","Load Factor LF < 5% Last Three month — report opens and values follow the rule","commericial-analysis","2026-09-15","passed","2026-09-15","Load Factor LF < 5% Last Three month — report opens and values follow the rule","Load Factor report","loadfactor",""
"","1403","Load Factor — report still opens when the rule is not selected (uses default)","commericial-analysis","2026-09-15","passed","2026-09-15","Load Factor — report still opens when the rule is not selected (uses default)","Commercial Analysis — extra report checks","commercial-edge",""
"","256","How many meters we have — unknown meter kind is treated as all","mis-dashboard","2026-09-15","passed","2026-09-15","How many meters we have — unknown meter kind is treated as all","How many meters we have","communicationstats",""
"","244","Feeder alerts — the field list still matches what we saved","feeder","2026-09-15","passed","2026-09-15","Feeder alerts — the field list still matches what we saved","Feeder — saved field lists","feeder.contract",""
"","1631","DTR power now — unknown transformer is not shown","dtrs","2026-09-15","passed","2026-09-15","DTR power now — unknown transformer is not shown","DTR power now","dtrpowertriangle",""
"","236","Maximum Demand — report still opens when the report type is not selected (uses default)","commericial-analysis","2026-09-15","passed","2026-09-15","Maximum Demand — report still opens when the report type is not selected (uses default)","Commercial Analysis — extra report checks","commercial-edge",""
"","7478","Meter Validation Contract Snapshot","meter-replacement","2026-09-15","failed","2026-09-15","Meter Validation Contract Snapshot","METER-REPLACEMENT — Contract Snapshots","meter-replacement.contract",""
"","12","YNR Low Power Factor report — first and last page have no duplicate meters","technical-analysis","2026-09-15","skipped","2026-09-15","Technical report — first and last page have no duplicate meters › YNR Low Power Factor report — first and last page have no duplicate meters","Technical report","technicalanalysis",""
"","236","Urgency level 5 events — saved screen shape","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 5 events — saved screen shape","Saved screen shape","mis-dashboard.contract",""
"","1277","DTR list — a page past the last page shows no records","master-data","2026-09-15","passed","2026-09-15","DTR list — a page past the last page shows no records","Master data — DTR list","dtr-master",""
"","239","How meters are talking — network 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","How meters are talking — network 0 is rejected","How meters are talking","communication",""
"","5110","Meter list — page 2 shows the next set of records","master-data","2026-09-15","passed","2026-09-15","Meter list — page 2 shows the next set of records","Master data — meter list","meter-master",""
"","4","IND-RPT-NEG-004 — SQL injection in month filter","revenue-protection","2026-09-15","skipped","2026-09-15","IND-RPT-NEG-004 — SQL injection in month filter","Revenue Protection — Cases Negative","cases-negative",""
"","1","Urgency level 3 events — week by week","mis-dashboard","2026-09-15","skipped","2026-09-15","Urgency level 3 events — week by week","Urgency level 3 events","eventpriority3",""
"","237","Other events — network 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — network 0 is rejected","Other events","eventdataother",""
"","60","Saved example — hourly null communicating/non-communicating buckets (10 Jul 2026)","dashboard","2026-09-15","passed","2026-09-15","Saved example — hourly null communicating/non-communicating buckets (10 Jul 2026)","Dashboard — DTR communication","dtrcommunication",""
"","272","DTR talking to the system — communicating vs not, by day","overall-dashboard","2026-09-15","passed","2026-09-15","DTR talking to the system — communicating vs not, by day","DTR talking to the system","dtrcommunication",""
"","236","IND-REV-ABE-ENTRY-NEG-005 — Page beyond available data","revenue-protection","2026-09-15","passed","2026-09-15","IND-REV-ABE-ENTRY-NEG-005 — Page beyond available data","Revenue Protection — Aberration Entry Negative","aberration-entry.negative",""
"","526","Urgency level 3 events — consumers is treated as consumer meters","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 3 events — consumers is treated as consumer meters","Urgency level events","eventpriority",""
"","693","Talking vs not talking overview — blank dates are treated as missing","mis-dashboard","2026-09-15","passed","2026-09-15","Talking vs not talking overview — blank dates are treated as missing","Talking vs not talking overview","communication-overview",""
"","1198","Events that did not roll over — network 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Events that did not roll over — network 0 is rejected","Events that did not roll over","eventdatanonrollover",""
"","1228","How meters are talking — consumers is treated as consumer meters","mis-dashboard","2026-09-15","passed","2026-09-15","How meters are talking — consumers is treated as consumer meters","How meters are talking","communication",""
"","96548","Validate POST /commands/demand-config → query-meter-job — demand_integration_period_get E2E","hes-commands","2026-09-15","passed","2026-09-15","Validate POST /commands/demand-config → query-meter-job — demand_integration_period_get E2E","HES Commands — Demand Config (E2E)","commands-demand-config",""
"","898","DTR events — page zero is not allowed","dtrs","2026-09-15","passed","2026-09-15","DTR events — page zero is not allowed","DTR events","dtrevents",""
"","804","Auth Devices Contract Snapshot","auth","2026-09-15","passed","2026-09-15","Auth Devices Contract Snapshot","AUTH — Contract Snapshots","auth.contract",""
"","1878","Communication DTRs — showing 1 per page returns at most 1 record","reports","2026-09-15","passed","2026-09-15","Communication DTRs — showing 1 per page returns at most 1 record","Communication DTRs report","communicationdtrs",""
"","1262","Other events — by meter type, week by week, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — by meter type, week by week, consumer meters only","Other events","eventdataother",""
"","1283","Urgency level 5 events — network 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 5 events — network 0 is rejected","Urgency level events","eventpriority",""
"","243","Urgency level 2 events — consumer and DTR stay within all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 2 events — consumer and DTR stay within all meters","Urgency level events","eventpriority",""
"","1327","Min-max voltage — limit 0 is rejected (limit must be at least 1)","reports","2026-09-15","passed","2026-09-15","Min-max voltage — limit 0 is rejected (limit must be at least 1)","Min-max voltage report","minmaxvoltage",""
"","238","Meter transaction events — an invalid grouping is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Meter transaction events — an invalid grouping is rejected","Meter transaction events","eventdatatransaction",""
"","6294","Day-by-day billing — leftover unused filters are ignored","billing","2026-09-15","passed","2026-09-15","Day-by-day billing — leftover unused filters are ignored","Day-by-day billing list","daywisebilling",""
"","232","Feeder daily energy — an unknown time grouping is not allowed","feeder","2026-09-15","passed","2026-09-15","Feeder daily energy — an unknown time grouping is not allowed","Feeder — mistakes that should be blocked","feeder-negative",""
"","353","Urgency level 3 events — month by month, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 3 events — month by month, consumer meters only","Urgency level events","eventpriority",""
"","242","Meter communication — an unknown filter is rejected","master-data","2026-09-15","passed","2026-09-15","Meter communication — an unknown filter is rejected","Master data — meter communication","meter-communication-status",""
"","1980","Feeder voltage and current — red, yellow, and blue phases (blank is OK if no meter)","feeder","2026-09-15","passed","2026-09-15","Feeder voltage and current — red, yellow, and blue phases (blank is OK if no meter)","Feeder voltage and current","feeder-electrical-parameters",""
"","91","Sample chart — years with no energy yet, each year listed once","dtrs","2026-09-15","passed","2026-09-15","Sample chart — years with no energy yet, each year listed once","DTR energy over time","dtrdailythresholdchart",""
"","17","Saved example — active energy (kWh) empty page","dashboard","2026-09-15","passed","2026-09-15","Saved example — active energy (kWh) empty page","Dashboard — DTR consumption list","dtrconsumptiondetails",""
"","105827","Invalid consumer ids return validation error","meter-replacement","2026-09-15","failed","2026-09-15","Invalid consumer ids return validation error","Meter Replacement Consumer Detail API — Negative & Edge","consumer-detail-negative",""
"","551","Urgency level 1 events — month by month, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 1 events — month by month, all meters","Urgency level events","eventpriority",""
"","887","cannot open with an expired login token","dashboard","2026-09-15","passed","2026-09-15","cannot open with an expired login token","Consumers by connection status — cannot open without a valid login","consumerconnectionstatus",""
"","69","DTR data — LS fixture (1–30 Oct 2025)","reports","2026-09-15","passed","2026-09-15","DTR data — LS fixture (1–30 Oct 2025)","DTR data report","dtrdata",""
"","2325","DTR communication — 1–30 Oct 2025 first page shows columns and meters","reports","2026-09-15","passed","2026-09-15","DTR communication — 1–30 Oct 2025 first page shows columns and meters","DTR communication report","dtrcommunication",""
"","3210","Yearly pattern — first page lists each consumer (month energy may be empty)","consumption","2026-09-15","passed","2026-09-15","Yearly pattern — first page lists each consumer (month energy may be empty)","Pattern yearly list","yearly",""
"","1359","Consumption chart — unknown consumer is not found","consumers","2026-09-15","passed","2026-09-15","Consumption chart — unknown consumer is not found","Consumption chart","energyconsumptiongraph",""
"","11","Dashboard overview numbers match the database","dashboard","2026-09-15","skipped","2026-09-15","Dashboard overview numbers match the database","Dashboard — numbers vs database","dashboard.db",""
"","1357","DTR events — a blank transformer code is not allowed","dtrs","2026-09-15","passed","2026-09-15","DTR events — a blank transformer code is not allowed","DTR events","dtrevents",""
"","292","Daily talking chart — missing start date uses the end date","mis-dashboard","2026-09-15","passed","2026-09-15","Daily talking chart — missing start date uses the end date","Daily talking chart","communication-trend",""
"","1398","Min-max voltage — a page past the last page shows no records","reports","2026-09-15","passed","2026-09-15","Min-max voltage — a page past the last page shows no records","Min-max voltage report","minmaxvoltage",""
"","1800","cannot open without logging in","dashboard","2026-09-15","passed","2026-09-15","cannot open without logging in","DTR voltage unbalance — cannot open without a valid login","dtrvoltageunbalance",""
"","236","Daily talking chart — organisation 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Daily talking chart — organisation 0 is rejected","Daily talking chart","communication-trend",""
"","25","Bill status — zero summary fixture","reports","2026-09-15","passed","2026-09-15","Bill status — zero summary fixture","Bill status report","billstatus",""
"","240","IND-REV-ABE-EEN-NEG-002 — Invalid year","revenue-protection","2026-09-15","passed","2026-09-15","IND-REV-ABE-EEN-NEG-002 — Invalid year","Revenue Protection — Aberration Entry Negative","aberration-entry.negative",""
"","8157","Consumption Pattern — Zero Consumption More than 12 months (non-household): billing data is not ready yet","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Pattern — Zero Consumption More than 12 months (non-household): billing data is not ready yet","Consumption Pattern report","consumptionpattern",""
"","240","How many events by urgency — network 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","How many events by urgency — network 0 is rejected","How many events by urgency","priority-overview",""
"","2525","Consumer search — page 2 shows the next set of records","utils-lookup","2026-09-15","passed","2026-09-15","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Consumer search › Consumer search — page 2 shows the next set of records","indoore_backend_testing","modules/UTILS-LOOKUP/tests/consumersearch",""
"","1720","DTR event detail — showing 1 per page returns at most 1 record","reports","2026-09-15","passed","2026-09-15","DTR event detail — showing 1 per page returns at most 1 record","DTR event detail report","dtreventdetail",""
"","2041","Current problems — by consumer category, month by month, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Current problems — by consumer category, month by month, all meters","Current problems","eventdatacurrent",""
"","3638","Consumer list — page 2 shows the next set of records","master-data","2026-09-15","passed","2026-09-15","Consumer list — page 2 shows the next set of records","Master data — consumer list","consumer-master",""
"","342","Current problems — by consumer category, week by week, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Current problems — by consumer category, week by week, DTR meters only","Current problems","eventdatacurrent",""
"","252","Event summary — by meter type, month by month, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Event summary — by meter type, month by month, DTR meters only","Event summary","eventdata",""
"","1208","Urgency level 3 events — hour by hour, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 3 events — hour by hour, consumer meters only","Urgency level events","eventpriority",""
"","3985","MD > CD Last Three Month — non-household connections: meter count matches the total","commericial-analysis","2026-09-15","passed","2026-09-15","MD > CD Last Three Month — non-household connections: meter count matches the total","Maximum Demand report","mdanalysis",""
"","271","What kinds of events happened — by consumer category, consumers is treated as consumer meters","mis-dashboard","2026-09-15","passed","2026-09-15","What kinds of events happened — by consumer category, consumers is treated as consumer meters","What kinds of events happened","event-classification",""
"","993","Transformer load — a page far past the end of the list is empty","dtr-load","2026-09-15","passed","2026-09-15","Transformer load — a page far past the end of the list is empty","Transformer load reports","dtrload",""
"","895","Meter communication — blank consumer number is rejected","consumers","2026-09-15","passed","2026-09-15","Meter communication — blank consumer number is rejected","Meter communication","communicationstatus",""
"","1","IND-REV-ABE-EEN-005 — Fetch EENLTMT Aberration Entry pagination (limit 5)","revenue-protection","2026-09-15","skipped","2026-09-15","IND-REV-ABE-EEN-005 — Fetch EENLTMT Aberration Entry pagination (limit 5)","Revenue Protection — Aberration Entry EENLTMT API","aberration-entry-eenltmt",""
"","1812","Feeder voltage and current — cannot open with an invalid login token","feeder","2026-09-15","passed","2026-09-15","Feeder voltage and current — cannot open with an invalid login token","Feeder screens — cannot open without a valid login","feeder-auth",""
"","390","Device manufacturers — field names stay the same","utils-lookup","2026-09-15","passed","2026-09-15","Device manufacturers — field names stay the same","Utils lookup — contract snapshots","utils-lookup.contract",""
"","1","IND-UL-DB-009 — Organisation hierarchy COUNT + sample rows match DB","utils-lookup","2026-09-15","skipped","2026-09-15","IND-UL-DB-009 — Organisation hierarchy COUNT + sample rows match DB","UTILS-LOOKUP — Catalog DB cross-validation","lookup-catalogs.db",""
"","235","Event summary — a missing grouping is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Event summary — a missing grouping is rejected","Event summary","eventdata",""
"","482","Communication DTRs — column and field names stay the same","reports","2026-09-15","passed","2026-09-15","Communication DTRs — column and field names stay the same","Reports — contract snapshots","reports.contract",""
"","236","How meters are talking — day-month-year date is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","How meters are talking — day-month-year date is rejected","How meters are talking","communication",""
"","0","IND-REV-ABE-ENTRY-002 — Fetch Aberration Entry using only year","revenue-protection","2026-09-15","skipped","2026-09-15","IND-REV-ABE-ENTRY-002 — Fetch Aberration Entry using only year","Revenue Protection — Aberration Entry API","aberration-entry",""
"","46","Saved example — daily null energy buckets (10 Jul 2026)","dashboard","2026-09-15","passed","2026-09-15","Saved example — daily null energy buckets (10 Jul 2026)","Dashboard — DTR consumption","dtrconsumption",""
"","2417","Nearby accounts — list size can be limited","consumers","2026-09-15","passed","2026-09-15","Nearby accounts — list size can be limited","Nearby accounts","nearestaccountids",""
